80,SP-2415,Solar Panel 2415,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
81,SP-2416,Solar Panel 2416,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
82,SP-2417,Solar Panel 2417,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
83,SP-2418,Solar Panel 2418,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
84,SP-2419,Solar Panel 2419,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
85,SP-2420,Solar Panel 2420,,,2011-02-08 00:00:00,1.89,,,,,,,,135,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
86,SP-2421,Solar Panel 2421,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
87,SP-2422,Solar Panel 2422,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
88,SP-2423,Solar Panel 2423,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
89,SP-2424,Solar Panel 2424,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
90,SP-2425,Solar Panel 2425,,,2011-02-08 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
91,SP-2426,Solar Panel 2426,,,2011-03-29 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
92,SP-2427,Solar Panel 2427,,,2010-12-03 00:00:00,1.89,,,,,,,,225,30,OPERATIONAL,0101000020E610000014AE47E17A14F6BF713D0AD7A3704B40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
93,SP-2428,Solar Panel 2428,,,2010-12-20 00:00:00,3.36,,,,,,,,180,30,OPERATIONAL,0101000020E61000005C8FC2F5285CF7BF7B14AE47E1BA4A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
94,SP-2429,Solar Panel 2429,,,2011-02-03 00:00:00,1.05,,,,,,,,190,45,OPERATIONAL,0101000020E6100000B81E85EB51B804C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
95,SP-2430,Solar Panel 2430,,,2011-01-05 00:00:00,1.05,,,,,,,,180,45,OPERATIONAL,0101000020E6100000A4703D0AD7A304C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
96,SP-2431,Solar Panel 2431,,,2011-02-03 00:00:00,3.7,,,,,,,,160,35,OPERATIONAL,0101000020E6100000B81E85EB51B804C03333333333B34A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
97,SP-2432,Solar Panel 2432,,,2010-12-20 00:00:00,3.7,,,,,,,,160,35,OPERATIONAL,0101000020E6100000B81E85EB51B804C03333333333B34A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
98,SP-2433,Solar Panel 2433,,,2011-02-03 00:00:00,1.05,,,,,,,,190,45,OPERATIONAL,0101000020E6100000A4703D0AD7A304C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
99,SP-2434,Solar Panel 2434,,,2010-12-16 00:00:00,1.05,,,,,,,,190,45,OPERATIONAL,0101000020E6100000A4703D0AD7A304C0F6285C8FC2B54A40,,2025-03-18 18:02:13.786226,2025-03-18 18:02:13.786226
